Protein	Entry	Protein.description	Gene.names	Gene	Mitochondrion	Annotation..general.	AgingAnnotation..elife.paper.	ENSG	name	type	description	r_CTR_lower	r_CTR	r_CTR_upper	r_PAD_lower	r_PAD	r_PAD_upper	diff	r_CTR_pval	r_PAD_pval	group
SETD7_HUMAN	Q8WTS6	Histone-lysine N-methyltransferase SETD7 (EC 2.1.1.364) (Histone H3-K4 methyltransferase SETD7) (H3-K4-HMTase SETD7) (Lysine N-methyltransferase 7) (SET domain-containing protein 7) (SET7/9)	SETD7 KIAA1717 KMT7 SET7 SET9	SETD7	FALSE	Transcription regulation	Epigenetic Alterations	ENSG00000145391	SETD7	protein_coding	SET domain containing 7, histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:30412]	-0.4455454072	-0.0869158703	 0.2957511764	-0.3312578221	 2.615196e-02	 3.769986e-01	 0	6.600958e-01	0.8889381505	
SMYD1_HUMAN	Q8NB12	Histone-lysine N-methyltransferase SMYD1 (EC 2.1.1.354) (SET and MYND domain-containing protein 1)	SMYD1	SMYD1	FALSE	Transcription regulation	Epigenetic Alterations	ENSG00000115593	SMYD1	protein_coding	SET and MYND domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20986]	-0.3456173650	 0.0315243754	 0.3998980956	-0.5547692507	-2.494690e-01	 1.150403e-01	 0	8.734756e-01	0.1759221767	
SMYD2_HUMAN	Q9NRG4	N-lysine methyltransferase SMYD2 (EC 2.1.1.-) (HSKM-B) (Histone methyltransferase SMYD2) (EC 2.1.1.354) (Lysine N-methyltransferase 3C) (SET and MYND domain-containing protein 2)	SMYD2 KMT3C	SMYD2	FALSE	Transcription regulation	Epigenetic Alterations	ENSG00000143499	SMYD2	protein_coding	SET and MYND domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20982]	-0.3907429641	-0.0206808284	 0.3551361675	-0.4673298714	-1.354134e-01	 2.299608e-01	 0	9.168088e-01	0.4676411337	
HTAI2_HUMAN	Q9BUP3	Oxidoreductase HTATIP2 (EC 1.1.1.-) (30 kDa HIV-1 TAT-interacting protein) (HIV-1 TAT-interactive protein 2)	HTATIP2 CC3 TIP30	HTATIP2	FALSE	Apoptosis	Genomic Instability	ENSG00000109854	HTATIP2	protein_coding	HIV-1 Tat interactive protein 2 [Source:HGNC Symbol;Acc:HGNC:16637]	-0.5644823807	 0.1593935959	 0.7446853365	-0.8103446008	-3.689742e-01	 3.395304e-01	 0	6.820825e-01	0.2940683575	
TAOK1_HUMAN	Q7L7X3	Serine/threonine-protein kinase TAO1 (EC 2.7.11.1) (Kinase from chicken homolog B) (hKFC-B) (MARK Kinase) (MARKK) (Prostate-derived sterile 20-like kinase 2) (PSK-2) (PSK2) (Prostate-derived STE20-like kinase 2) (Thousand and one amino acid protein kinase 1) (TAOK1) (hTAOK1)	TAOK1 KIAA1361 MAP3K16 MARKK	TAOK1	FALSE	Apoptosis	Genomic Instability	ENSG00000160551	TAOK1	protein_coding	TAO kinase 1 [Source:HGNC Symbol;Acc:HGNC:29259]	-0.5901162339	-0.1701138092	 0.3223582979	-0.2049037034	 2.487896e-01	 6.144815e-01	 0	4.997627e-01	0.2768165031	
TERA_HUMAN	P55072	Transitional endoplasmic reticulum ATPase (TER ATPase) (EC 3.6.4.6) (15S Mg(2+)-ATPase p97 subunit) (Valosin-containing protein) (VCP)	VCP	VCP	FALSE	Autophagy	Genomic Instability	ENSG00000165280	VCP	protein_coding	valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]	-0.3092376867	 0.0721648621	 0.4335687984	-0.3758106237	-2.476884e-02	 3.324894e-01	 0	7.151658e-01	0.8947786900	
UBP10_HUMAN	Q14694	Ubiquitin carboxyl-terminal hydrolase 10 (EC 3.4.19.12) (Deubiquitinating enzyme 10) (Ubiquitin thioesterase 10) (Ubiquitin-specific-processing protease 10)	USP10 KIAA0190	USP10	FALSE	Autophagy	Genomic Instability	ENSG00000103194	USP10	protein_coding	ubiquitin specific peptidase 10 [Source:HGNC Symbol;Acc:HGNC:12608]	-0.5812134021	-0.2657640313	 0.1191241031	-0.4727502562	-1.422369e-01	 2.233607e-01	 0	1.716551e-01	0.4452902470	
CSDE1_HUMAN	O75534	Cold shock domain-containing protein E1 (N-ras upstream gene protein) (Protein UNR)	CSDE1 D1S155E KIAA0885 NRU UNR	CSDE1	FALSE	Binding Protein	Genomic Instability	ENSG00000009307	CSDE1	protein_coding	cold shock domain containing E1 [Source:HGNC Symbol;Acc:HGNC:29905]	-0.3388886416	 0.0391363565	 0.4062812251	-0.5693831693	-2.693949e-01	 9.390959e-02	 0	8.432611e-01	0.1427734734	
DHX9_HUMAN	Q08211	ATP-dependent RNA helicase A (EC 3.6.4.13) (DEAH box protein 9) (DExH-box helicase 9) (Leukophysin) (LKP) (Nuclear DNA helicase II) (NDH II) (RNA helicase A)	DHX9 DDX9 LKP NDH2	DHX9	FALSE	Binding Protein	Genomic Instability	ENSG00000135829	DHX9	protein_coding	DExH-box helicase 9 [Source:HGNC Symbol;Acc:HGNC:2750]	-0.4280945525	-0.0654747385	 0.3153041609	-0.5086672885	-1.882592e-01	 1.779516e-01	 0	7.406299e-01	0.3104805786	
DTD1_HUMAN	Q8TEA8	D-aminoacyl-tRNA deacylase 1 (DTD) (EC 3.1.1.96) (DNA-unwinding element-binding protein B) (DUE-B) (Gly-tRNA(Ala) deacylase) (Histidyl-tRNA synthase-related)	DTD1 C20orf88 DUEB HARS2	DTD1	FALSE	Binding Protein	Genomic Instability	ENSG00000125821	DTD1	protein_coding	D-aminoacyl-tRNA deacylase 1 [Source:HGNC Symbol;Acc:HGNC:16219]	-0.1108634840	 0.2735266742	 0.5867298774	-0.4635273295	-1.306452e-01	 2.345530e-01	-1	1.590113e-01	0.4836019269	
HMGB1_HUMAN	P09429	High mobility group protein B1 (High mobility group protein 1) (HMG-1)	HMGB1 HMG1	HMGB1	FALSE	Binding Protein	Genomic Instability	ENSG00000189403	HMGB1	protein_coding	high mobility group box 1 [Source:HGNC Symbol;Acc:HGNC:4983]	-0.3941084208	-0.0246568581	 0.3516549106	-0.1107550567	 2.535350e-01	 5.577667e-01	 0	9.008862e-01	0.1687529447	
DJC13_HUMAN	O75165	DnaJ homolog subfamily C member 13 (Required for receptor-mediated endocytosis 8) (RME-8)	DNAJC13 KIAA0678 RME8	DNAJC13	FALSE	Chaperons	Genomic Instability	ENSG00000138246	DNAJC13	protein_coding	DnaJ heat shock protein family (Hsp40) member C13 [Source:HGNC Symbol;Acc:HGNC:30343]	-0.4888251098	-0.1415653683	 0.2444205776	-0.3995056997	-5.261361e-02	 3.074585e-01	 0	4.724047e-01	0.7786362561	
RBBP7_HUMAN	Q16576	Histone-binding protein RBBP7 (Histone acetyltransferase type B subunit 2) (Nucleosome-remodeling factor subunit RBAP46) (Retinoblastoma-binding protein 7) (RBBP-7) (Retinoblastoma-binding protein p46)	RBBP7 RBAP46	RBBP7	FALSE	Chaperons	Genomic Instability	ENSG00000102054	RBBP7	protein_coding	RB binding protein 7, chromatin remodeling factor [Source:HGNC Symbol;Acc:HGNC:9890]	-0.1007144897	 0.2829957943	 0.5934199213	 0.1087188940	 4.458821e-01	 6.910418e-01	 0	1.445038e-01	0.0119365141	
TBB4A_HUMAN	P04350	Tubulin beta-4A chain (Tubulin 5 beta) (Tubulin beta-4 chain)	TUBB4A TUBB4 TUBB5	TUBB4A	FALSE	Cytoskeleton	Genomic Instability	ENSG00000104833	TUBB4A	protein_coding	tubulin beta 4A class IVa [Source:HGNC Symbol;Acc:HGNC:20774]	-0.0517333709	 0.3276677174	 0.6244131007	-0.4380313332	-9.906772e-02	 2.645594e-01	-1	8.872518e-02	0.5959551896	
ACL6A_HUMAN	O96019	Actin-like protein 6A (53 kDa BRG1-associated factor A) (Actin-related protein Baf53a) (ArpNbeta) (BRG1-associated factor 53A) (BAF53A) (INO80 complex subunit K)	ACTL6A BAF53 BAF53A INO80K	ACTL6A	FALSE	DNA Damage	Genomic Instability	ENSG00000136518	ACTL6A	protein_coding	actin like 6A [Source:HGNC Symbol;Acc:HGNC:24124]	-0.4737416903	-0.1222760948	 0.2627888375	-0.4835752138	-1.559586e-01	 2.099858e-01	 0	5.353513e-01	0.4021423186	
ALKB3_HUMAN	Q96Q83	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3 (EC 1.14.11.54) (Alkylated DNA repair protein alkB homolog 3) (hABH3) (DEPC-1) (Prostate cancer antigen 1)	ALKBH3 ABH3 DEPC1	ALKBH3	FALSE	DNA Damage	Genomic Instability	ENSG00000166199	ALKBH3	protein_coding	alkB homolog 3, alpha-ketoglutarate dependent dioxygenase [Source:HGNC Symbol;Acc:HGNC:30141]	-0.4564328678	 0.0978412291	 0.5974077704	-0.3252532400	 2.243977e-01	 6.607113e-01	 0	7.393183e-01	0.4213830782	
ARMT1_HUMAN	Q9H993	Damage-control phosphatase ARMT1 (EC 3.1.3.-) (Acidic residue methyltransferase 1) (Protein-glutamate O-methyltransferase) (EC 2.1.1.-) (Sugar phosphate phosphatase ARMT1)	ARMT1 C6orf211	ARMT1	FALSE	DNA Damage	Genomic Instability	ENSG00000146476	ARMT1	protein_coding	acidic residue methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:17872]	-0.4933843937	-0.1474483282	 0.2387628415	-0.4956789513	-1.714526e-01	 1.947171e-01	 0	4.540029e-01	0.3564069648	
BABA1_HUMAN	Q9NWV8	BRISC and BRCA1-A complex member 1 (Mediator of RAP80 interactions and targeting subunit of 40 kDa) (New component of the BRCA1-A complex)	BABAM1 C19orf62 MERIT40 NBA1 HSPC142	BABAM1	FALSE	DNA Damage	Genomic Instability	ENSG00000105393	BABAM1	protein_coding	BRISC and BRCA1 A complex member 1 [Source:HGNC Symbol;Acc:HGNC:25008]	-0.2899755325	 0.1388195417	 0.5211978802	-0.0770439394	 3.198534e-01	 6.292446e-01	 0	5.275838e-01	0.1111829761	
BCCIP_HUMAN	Q9P287	BRCA2 and CDKN1A-interacting protein (P21- and CDK-associated protein 1) (Protein TOK-1)	BCCIP TOK1	BCCIP	FALSE	DNA Damage	Genomic Instability	ENSG00000107949	BCCIP	protein_coding	BRCA2 and CDKN1A interacting protein [Source:HGNC Symbol;Acc:HGNC:978]	-0.2115868464	 0.2684187459	 0.6441004132	-0.7025312542	-3.887386e-01	 5.160887e-02	-1	2.665141e-01	0.0815788270	
BRCC3_HUMAN	P46736	Lys-63-specific deubiquitinase BRCC36 (EC 3.4.19.-) (BRCA1-A complex subunit BRCC36) (BRCA1/BRCA2-containing complex subunit 3) (BRCA1/BRCA2-containing complex subunit 36) (BRISC complex subunit BRCC36)	BRCC3 BRCC36 C6.1A CXorf53	BRCC3	FALSE	DNA Damage	Genomic Instability	ENSG00000185515	BRCC3	protein_coding	BRCA1/BRCA2-containing complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:24185]	-0.3062007096	 0.0755012065	 0.4362888561	-0.3114646254	 4.819445e-02	 3.957758e-01	 0	7.025757e-01	0.7968254206	
CCAR2_HUMAN	Q8N163	Cell cycle and apoptosis regulator protein 2 (Cell division cycle and apoptosis regulator protein 2) (DBIRD complex subunit KIAA1967) (Deleted in breast cancer gene 1 protein) (DBC-1) (DBC.1) (NET35) (p30 DBC)	CCAR2 DBC1 KIAA1967	CCAR2	FALSE	DNA Damage	Genomic Instability	ENSG00000158941	KIAA1967	protein_coding	cell cycle and apoptosis regulator 2 [Source:HGNC Symbol;Acc:HGNC:23360]	-0.6919359939	-0.4298133976	-0.0675718489	-0.3904666034	-4.192749e-02	 3.171240e-01	 1	2.244376e-02	0.8227981601	PAD_ns_CTR_neg
CDK2_HUMAN	P24941	Cyclin-dependent kinase 2 (EC 2.7.11.22) (Cell division protein kinase 2) (p33 protein kinase)	CDK2 CDKN2	CDK2	FALSE	DNA Damage	Genomic Instability	ENSG00000123374	CDK2	protein_coding	cyclin dependent kinase 2 [Source:HGNC Symbol;Acc:HGNC:1771]	-0.6245813860	 0.0675669697	 0.7002658637	-0.6479110756	-7.857576e-02	 5.470865e-01	 0	8.628763e-01	0.8183708313	
CETN2_HUMAN	P41208	Centrin-2 (Caltractin isoform 1)	CETN2 CALT CEN2	CETN2	FALSE	DNA Damage	Genomic Instability	ENSG00000147400	CETN2	protein_coding	centrin 2 [Source:HGNC Symbol;Acc:HGNC:1867]	-0.4418081934	 0.0155144252	 0.4664368264	 0.2952645241	 6.525258e-01	 8.496926e-01	 1	9.497361e-01	0.0018177781	PAD_pos_CTR_ns
CHIP_HUMAN	Q9UNE7	E3 ubiquitin-protein ligase CHIP (EC 2.3.2.27) (Antigen NY-CO-7) (CLL-associated antigen KW-8) (Carboxy terminus of Hsp70-interacting protein) (RING-type E3 ubiquitin transferase CHIP) (STIP1 homology and U box-containing protein 1)	STUB1 CHIP PP1131	STUB1	FALSE	DNA Damage	Genomic Instability	ENSG00000103266	STUB1	protein_coding	STIP1 homology and U-box containing protein 1 [Source:HGNC Symbol;Acc:HGNC:11427]	-0.2703425724	 0.1142582842	 0.4674108306	-0.3638812493	-1.095344e-02	 3.447246e-01	 0	5.626334e-01	0.9533649943	
CUL4A_HUMAN	Q13619	Cullin-4A (CUL-4A)	CUL4A	CUL4A	FALSE	DNA Damage	Genomic Instability	ENSG00000139842	CUL4A	protein_coding	cullin 4A [Source:HGNC Symbol;Acc:HGNC:2554]	-0.1855651241	 0.2014588114	 0.5343724983	-0.4803720033	-1.518850e-01	 2.139708e-01	 0	3.039470e-01	0.4146967174	
CUL4B_HUMAN	Q13620	Cullin-4B (CUL-4B)	CUL4B KIAA0695	CUL4B	FALSE	DNA Damage	Genomic Instability	ENSG00000158290	CUL4B	protein_coding	cullin 4B [Source:HGNC Symbol;Acc:HGNC:2555]	-0.3531817763	 0.0690767522	 0.4679545827	 0.0606463871	 4.377157e-01	 7.054573e-01	 0	7.541436e-01	0.0253286067	
DDB1_HUMAN	Q16531	DNA damage-binding protein 1 (DDB p127 subunit) (DNA damage-binding protein a) (DDBa) (Damage-specific DNA-binding protein 1) (HBV X-associated protein 1) (XAP-1) (UV-damaged DNA-binding factor) (UV-damaged DNA-binding protein 1) (UV-DDB 1) (XPE-binding factor) (XPE-BF) (Xeroderma pigmentosum group E-complementing protein) (XPCe)	DDB1 XAP1	DDB1	FALSE	DNA Damage	Genomic Instability	ENSG00000167986	DDB1	protein_coding	damage specific DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2717]	-0.0519512896	 0.3274726575	 0.6242797701	-0.3496291983	 5.377075e-03	 3.590331e-01	 0	8.892649e-02	0.9770973649	
EYA4_HUMAN	O95677	Eyes absent homolog 4 (EC 3.1.3.48)	EYA4	EYA4	FALSE	DNA Damage	Genomic Instability	ENSG00000112319	EYA4	protein_coding	EYA transcriptional coactivator and phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:3522]	-0.2904141355	 0.1886842654	 0.5921454190	-0.3774714735	 7.809406e-02	 5.032243e-01	 0	4.391626e-01	0.7434714974	
FBX6_HUMAN	Q9NRD1	F-box only protein 6 (F-box protein that recognizes sugar chains 2) (F-box/G-domain protein 2)	FBXO6 FBG2 FBS2 FBX6	FBXO6	FALSE	DNA Damage	Genomic Instability	ENSG00000116663	FBXO6	protein_coding	F-box protein 6 [Source:HGNC Symbol;Acc:HGNC:13585]	-0.4436705187	 0.1136663172	 0.6076019431	-0.8756957502	-6.590931e-01	-2.216737e-01	-1	6.988257e-01	0.0075276626	CTR_ns_PAD_neg
FTO_HUMAN	Q9C0B1	Alpha-ketoglutarate-dependent dioxygenase FTO (Fat mass and obesity-associated protein) (U6 small nuclear RNA (2'-O-methyladenosine-N(6)-)-demethylase FTO) (EC 1.14.11.-) (U6 small nuclear RNA N(6)-methyladenosine-demethylase FTO) (EC 1.14.11.-) (mRNA (2'-O-methyladenosine-N(6)-)-demethylase FTO) (m6A(m)-demethylase FTO) (EC 1.14.11.-) (mRNA N(6)-methyladenosine demethylase FTO) (EC 1.14.11.53) (tRNA N1-methyl adenine demethylase FTO) (EC 1.14.11.-)	FTO KIAA1752	FTO	FALSE	DNA Damage	Genomic Instability	ENSG00000140718	FTO	protein_coding	FTO alpha-ketoglutarate dependent dioxygenase [Source:HGNC Symbol;Acc:HGNC:24678]	-0.7343953965	-0.4976742286	-0.1530060518	-0.2739659150	 8.901558e-02	 4.297991e-01	 1	7.043336e-03	0.6339333443	PAD_ns_CTR_neg
H2AX_HUMAN	P16104	Histone H2AX (H2a/x) (Histone H2A.X)	H2AX H2AFX	H2AX	FALSE	DNA Damage	Genomic Instability	ENSG00000188486	H2AFX	protein_coding	H2A.X variant histone [Source:HGNC Symbol;Acc:HGNC:4739]	-0.7997919302	-0.2893737431	 0.4638999768	-0.7175253951	-2.065584e-01	 4.489451e-01	 0	4.500945e-01	0.5422729191	
HERC2_HUMAN	O95714	E3 ubiquitin-protein ligase HERC2 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 2) (HECT-type E3 ubiquitin transferase HERC2)	HERC2	HERC2	FALSE	DNA Damage	Genomic Instability	ENSG00000128731	HERC2	protein_coding	HECT and RLD domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:4868]	-0.5113719910	 0.0263594496	 0.5492571603	-0.2346550000	 3.155370e-01	 7.126144e-01	 0	9.287267e-01	0.2519518400	
HUWE1_HUMAN	Q7Z6Z7	E3 ubiquitin-protein ligase HUWE1 (EC 2.3.2.26) (ARF-binding protein 1) (ARF-BP1) (HECT, UBA and WWE domain-containing protein 1) (HECT-type E3 ubiquitin transferase HUWE1) (Homologous to E6AP carboxyl terminus homologous protein 9) (HectH9) (Large structure of UREB1) (LASU1) (Mcl-1 ubiquitin ligase E3) (Mule) (Upstream regulatory element-binding protein 1) (URE-B1) (URE-binding protein 1)	HUWE1 KIAA0312 KIAA1578 UREB1 HSPC272	HUWE1	FALSE	DNA Damage	Genomic Instability	ENSG00000086758	HUWE1	protein_coding	HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:30892]	-0.1829554999	 0.2040491013	 0.5362996744	 0.0146730930	 3.671045e-01	 6.384015e-01	 0	2.976399e-01	0.0422035103	
MACD1_HUMAN	Q9BQ69	ADP-ribose glycohydrolase MACROD1 (MACRO domain-containing protein 1) (O-acetyl-ADP-ribose deacetylase MACROD1) (EC 3.1.1.106) (Protein LRP16) ([Protein ADP-ribosylaspartate] hydrolase MACROD1) (EC 3.2.2.-) ([Protein ADP-ribosylglutamate] hydrolase MACROD1) (EC 3.2.2.-)	MACROD1 LRP16	MACROD1	FALSE	DNA Damage	Genomic Instability	ENSG00000133315	MACROD1	protein_coding	mono-ADP ribosylhydrolase 1 [Source:HGNC Symbol;Acc:HGNC:29598]	-0.3917949868	-0.0219224564	 0.3540501645	-0.2748117105	 8.810810e-02	 4.290531e-01	 0	9.118329e-01	0.6374092624	
MAPK2_HUMAN	P49137	MAP kinase-activated protein kinase 2 (MAPK-activated protein kinase 2) (MAPKAP kinase 2) (MAPKAP-K2) (MAPKAPK-2) (MK-2) (MK2) (EC 2.7.11.1)	MAPKAPK2	MAPKAPK2	FALSE	DNA Damage	Genomic Instability	ENSG00000162889	MAPKAPK2	protein_coding	MAPK activated protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:6887]	-0.5676285145	-0.2468205530	 0.1390615916	-0.0003789298	 3.540087e-01	 6.293975e-01	 1	2.054397e-01	0.0507206626	
MMS19_HUMAN	Q96T76	MMS19 nucleotide excision repair protein homolog (hMMS19) (MET18 homolog) (MMS19-like protein)	MMS19 MMS19L	MMS19	FALSE	DNA Damage	Genomic Instability	ENSG00000155229	MMS19	protein_coding	MMS19 homolog, cytosolic iron-sulfur assembly component [Source:HGNC Symbol;Acc:HGNC:13824]	-0.5055132154	-0.1632185390	 0.2234659155	-0.4441285431	-1.065577e-01	 2.575052e-01	 0	4.066060e-01	0.5683143766	
MRE11_HUMAN	P49959	Double-strand break repair protein MRE11 (EC 3.1.-.-) (Double-strand break repair protein MRE11A) (Meiotic recombination 11 homolog 1) (MRE11 homolog 1) (Meiotic recombination 11 homolog A) (MRE11 homolog A)	MRE11 HNGS1 MRE11A	MRE11	FALSE	DNA Damage	Genomic Instability	ENSG00000020922	MRE11A	protein_coding	MRE11 homolog, double strand break repair nuclease [Source:HGNC Symbol;Acc:HGNC:7230]	-0.3357043228	 0.0887835479	 0.4832985572	-0.5749156390	-2.412999e-01	 1.611107e-01	 0	6.870636e-01	0.2350192930	
NHEJ1_HUMAN	Q9H9Q4	Non-homologous end-joining factor 1 (Protein cernunnos) (XRCC4-like factor)	NHEJ1 XLF	NHEJ1	FALSE	DNA Damage	Genomic Instability	ENSG00000187736	NHEJ1	protein_coding	non-homologous end joining factor 1 [Source:HGNC Symbol;Acc:HGNC:25737]	-0.4540389482	-0.0974731361	 0.2860043339	-0.5822284554	-2.871240e-01	 7.482921e-02	 0	6.217006e-01	0.1173188406	
NONO_HUMAN	Q15233	Non-POU domain-containing octamer-binding protein (NonO protein) (54 kDa nuclear RNA- and DNA-binding protein) (55 kDa nuclear protein) (DNA-binding p52/p100 complex, 52 kDa subunit) (NMT55) (p54(nrb)) (p54nrb)	NONO NRB54	NONO	FALSE	DNA Damage	Genomic Instability	ENSG00000147140	NONO	protein_coding	non-POU domain containing octamer binding [Source:HGNC Symbol;Acc:HGNC:7871]	-0.2605944445	 0.1245959207	 0.4755666730	 0.0930413911	 4.331028e-01	 6.826757e-01	 0	5.275765e-01	0.0149430759	
PARP1_HUMAN	P09874	Poly [ADP-ribose] polymerase 1 (PARP-1) (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 1) (ARTD1) (DNA ADP-ribosyltransferase PARP1) (EC 2.4.2.-) (NAD(+) ADP-ribosyltransferase 1) (ADPRT 1) (Poly[ADP-ribose] synthase 1) (Protein poly-ADP-ribosyltransferase PARP1) (EC 2.4.2.-)	PARP1 ADPRT PPOL	PARP1	FALSE	DNA Damage	Genomic Instability	ENSG00000143799	PARP1	protein_coding	poly(ADP-ribose) polymerase 1 [Source:HGNC Symbol;Acc:HGNC:270]	-0.4855464879	-0.1373499864	 0.2484584792	-0.1894356769	 1.767701e-01	 4.998041e-01	 0	4.858240e-01	0.3414578541	
PARP9_HUMAN	Q8IXQ6	Protein mono-ADP-ribosyltransferase PARP9 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 9) (ARTD9) (B aggressive lymphoma protein) (Poly [ADP-ribose] polymerase 9) (PARP-9)	PARP9 BAL BAL1	PARP9	FALSE	DNA Damage	Genomic Instability	ENSG00000138496	PARP9	protein_coding	poly(ADP-ribose) polymerase family member 9 [Source:HGNC Symbol;Acc:HGNC:24118]	-0.1201909019	 0.3533060036	 0.6958490118	-0.5686267430	-1.685073e-01	 2.960925e-01	-1	1.378570e-01	0.4775999424	
PAXX_HUMAN	Q9BUH6	Protein PAXX (Paralog of XRCC4 and XLF) (XRCC4-like small protein)	PAXX C9orf142 XLS	PAXX	FALSE	DNA Damage	Genomic Instability	ENSG00000148362	C9orf142	protein_coding	PAXX non-homologous end joining factor [Source:HGNC Symbol;Acc:HGNC:27849]	-0.5893512741	-0.2339936032	 0.1972321401	-0.6591021438	-3.649145e-01	 2.613105e-02	 0	2.825446e-01	0.0668041473	
PCNA_HUMAN	P12004	Proliferating cell nuclear antigen (PCNA) (Cyclin)	PCNA	PCNA	FALSE	DNA Damage	Genomic Instability	ENSG00000132646	PCNA	protein_coding	proliferating cell nuclear antigen [Source:HGNC Symbol;Acc:HGNC:8729]	 0.0215689156	 0.3914955326	 0.6671324610	-0.3799169502	-2.955560e-02	 3.282219e-01	-1	3.937880e-02	0.8745904158	CTR_pos_PAD_ns
PPP5_HUMAN	P53041	Serine/threonine-protein phosphatase 5 (PP5) (EC 3.1.3.16) (Protein phosphatase T) (PP-T) (PPT)	PPP5C PPP5	PPP5C	FALSE	DNA Damage	Genomic Instability	ENSG00000011485	PPP5C	protein_coding	protein phosphatase 5 catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9322]	-0.2313027690	 0.1551638242	 0.4993352145	-0.4505352595	-1.144693e-01	 2.500115e-01	 0	4.304576e-01	0.5397650935	
PRKDC_HUMAN	P78527	DNA-dependent protein kinase catalytic subunit (DNA-PK catalytic subunit) (DNA-PKcs) (EC 2.7.11.1) (DNPK1) (p460)	PRKDC HYRC HYRC1	PRKDC	FALSE	DNA Damage	Genomic Instability	ENSG00000253729	PRKDC	protein_coding	protein kinase, DNA-activated, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9413]	-0.3563592066	 0.0192811376	 0.3895558556	-0.1618911736	 2.041605e-01	 5.208231e-01	 0	9.224219e-01	0.2706099065	
RAD21_HUMAN	O60216	Double-strand-break repair protein rad21 homolog (hHR21) (Nuclear matrix protein 1) (NXP-1) (SCC1 homolog) [Cleaved into: 64-kDa C-terminal product (64-kDa carboxy-terminal product) (65-kDa carboxy-terminal product)]	RAD21 HR21 KIAA0078 NXP1 SCC1	RAD21	FALSE	DNA Damage	Genomic Instability	ENSG00000164754	RAD21	protein_coding	RAD21 cohesin complex component [Source:HGNC Symbol;Acc:HGNC:9811]	-0.4393594459	-0.0792772352	 0.3027541024	-0.2789982739	 8.360729e-02	 4.253463e-01	 0	6.884185e-01	0.6547592477	
RAD50_HUMAN	Q92878	DNA repair protein RAD50 (hRAD50) (EC 3.6.-.-)	RAD50	RAD50	FALSE	DNA Damage	Genomic Instability	ENSG00000113522	RAD50	protein_coding	RAD50 double strand break repair protein [Source:HGNC Symbol;Acc:HGNC:9816]	-0.5580113825	-0.2335565252	 0.1528378619	-0.3170297680	 4.203208e-02	 3.905554e-01	 0	2.316383e-01	0.8223630734	
RBX1_HUMAN	P62877	E3 ubiquitin-protein ligase RBX1 (EC 2.3.2.27) (EC 2.3.2.32) (E3 ubiquitin-protein transferase RBX1) (Protein ZYP) (RING finger protein 75) (RING-box protein 1) (Rbx1) (Regulator of cullins 1) (ROC1) [Cleaved into: E3 ubiquitin-protein ligase RBX1, N-terminally processed (E3 ubiquitin-protein transferase RBX1, N-terminally processed)]	RBX1 RNF75 ROC1	RBX1	FALSE	DNA Damage	Genomic Instability	ENSG00000100387	RBX1	protein_coding	ring-box 1 [Source:HGNC Symbol;Acc:HGNC:9928]	-0.9984809366	-0.9262124401	 0.3175352844	 0.0734080302	 8.975446e-01	 9.932683e-01	 1	7.378756e-02	0.0387566968	PAD_pos_CTR_ns
RFA1_HUMAN	P27694	Replication protein A 70 kDa DNA-binding subunit (RP-A p70) (Replication factor A protein 1) (RF-A protein 1) (Single-stranded DNA-binding protein) [Cleaved into: Replication protein A 70 kDa DNA-binding subunit, N-terminally processed]	RPA1 REPA1 RPA70	RPA1	FALSE	DNA Damage	Genomic Instability	ENSG00000132383	RPA1	protein_coding	replication protein A1 [Source:HGNC Symbol;Acc:HGNC:10289]	-0.4634811924	-0.1093045693	 0.2749860177	-0.1911273388	 1.750692e-01	 4.984862e-01	 0	5.797985e-01	0.3461976533	
RFA2_HUMAN	P15927	Replication protein A 32 kDa subunit (RP-A p32) (Replication factor A protein 2) (RF-A protein 2) (Replication protein A 34 kDa subunit) (RP-A p34)	RPA2 REPA2 RPA32 RPA34	RPA2	FALSE	DNA Damage	Genomic Instability	ENSG00000117748	RPA2	protein_coding	replication protein A2 [Source:HGNC Symbol;Acc:HGNC:10290]	-0.3014368410	 0.0807175084	 0.4405284342	-0.5230133567	-2.070435e-01	 1.589584e-01	 0	6.830453e-01	0.2637549430	
