ENSG	ENSG.ver	name	type	description	logFC	P.Value	-log10(P.Val)	adj.P.Val
ENSG00000163464	ENSG00000163464.7	CXCR1	protein_coding	C-X-C motif chemokine receptor 1 [Source:HGNC Symbol;Acc:HGNC:6026]	1.07	9.93e-05	4	0.0141
ENSG00000239351	ENSG00000239351.1	RP11-651P23.6	processed_pseudogene	nucleophosmin 1 pseudogene 29 [Source:HGNC Symbol;Acc:HGNC:45208]	1.01	9.98e-05	4	0.0141
ENSG00000110665	ENSG00000110665.11	C11orf21	protein_coding	chromosome 11 open reading frame 21 [Source:HGNC Symbol;Acc:HGNC:13231]	0.65	0.000102	3.99	0.0143
ENSG00000111271	ENSG00000111271.14	ACAD10	protein_coding	acyl-CoA dehydrogenase family member 10 [Source:HGNC Symbol;Acc:HGNC:21597]	-0.237	0.000103	3.99	0.0143
ENSG00000166446	ENSG00000166446.14	CDYL2	protein_coding	chromodomain Y like 2 [Source:HGNC Symbol;Acc:HGNC:23030]	0.498	0.000103	3.99	0.0143
ENSG00000103942	ENSG00000103942.12	HOMER2	protein_coding	homer scaffold protein 2 [Source:HGNC Symbol;Acc:HGNC:17513]	0.336	0.000106	3.97	0.0146
ENSG00000272631	ENSG00000272631.1	RP11-359E3.4	lncRNA	novel transcript, antisense to BMPR1A	0.489	0.000107	3.97	0.0146
ENSG00000114742	ENSG00000114742.13	WDR48	protein_coding	WD repeat domain 48 [Source:HGNC Symbol;Acc:HGNC:30914]	-0.116	0.00011	3.96	0.0149
ENSG00000143384	ENSG00000143384.12	MCL1	protein_coding	MCL1 apoptosis regulator, BCL2 family member [Source:HGNC Symbol;Acc:HGNC:6943]	-0.199	0.00011	3.96	0.0149
ENSG00000151789	ENSG00000151789.10	ZNF385D	protein_coding	zinc finger protein 385D [Source:HGNC Symbol;Acc:HGNC:26191]	-0.463	0.000112	3.95	0.015
ENSG00000266208	ENSG00000266208.1	CTD-2267D19.3	lncRNA	novel transcript, antisense to GJD3	0.479	0.000112	3.95	0.015
ENSG00000238132	ENSG00000238132.2	RP11-76K19.4	processed_pseudogene	cancer susceptibility 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39251]	0.669	0.000113	3.95	0.015
ENSG00000223609	ENSG00000223609.8	HBD	protein_coding	hemoglobin subunit delta [Source:HGNC Symbol;Acc:HGNC:4829]	1.33	0.000116	3.94	0.0153
ENSG00000187957	ENSG00000187957.7	DNER	protein_coding	delta/notch like EGF repeat containing [Source:HGNC Symbol;Acc:HGNC:24456]	1.12	0.000116	3.93	0.0153
ENSG00000170956	ENSG00000170956.16	CEACAM3	protein_coding	CEA cell adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:1815]	1.03	0.000118	3.93	0.0153
ENSG00000198471	ENSG00000198471.1	RTP2	protein_coding	receptor transporter protein 2 [Source:HGNC Symbol;Acc:HGNC:32486]	0.888	0.000118	3.93	0.0153
ENSG00000180901	ENSG00000180901.10	KCTD2	protein_coding	potassium channel tetramerization domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21294]	0.165	0.000118	3.93	0.0153
ENSG00000264569	ENSG00000264569.1	RP13-650J16.1	lncRNA	DCXR divergent transcript [Source:HGNC Symbol;Acc:HGNC:54083]	-1.24	0.00012	3.92	0.0154
ENSG00000094796	ENSG00000094796.4	KRT31	protein_coding	keratin 31 [Source:HGNC Symbol;Acc:HGNC:6448]	0.86	0.00012	3.92	0.0154
ENSG00000267072	ENSG00000267072.2	RP11-165E7.1	lncRNA	novel transcript	-0.66	0.000121	3.92	0.0154
ENSG00000198954	ENSG00000198954.7	KIF1BP	protein_coding	kinesin family binding protein [Source:HGNC Symbol;Acc:HGNC:23419]	0.23	0.000122	3.91	0.0154
ENSG00000040633	ENSG00000040633.12	PHF23	protein_coding	PHD finger protein 23 [Source:HGNC Symbol;Acc:HGNC:28428]	0.244	0.000126	3.9	0.0158
ENSG00000185800	ENSG00000185800.11	DMWD	protein_coding	DM1 locus, WD repeat containing [Source:HGNC Symbol;Acc:HGNC:2936]	0.202	0.000129	3.89	0.0161
ENSG00000188938	ENSG00000188938.15	FAM120AOS	protein_coding	family with sequence similarity 120A opposite strand [Source:HGNC Symbol;Acc:HGNC:23389]	0.205	0.000133	3.88	0.0164
ENSG00000184313	ENSG00000184313.19	MROH7	protein_coding	maestro heat like repeat family member 7 [Source:HGNC Symbol;Acc:HGNC:24802]	-0.721	0.000134	3.87	0.0164
ENSG00000160190	ENSG00000160190.13	SLC37A1	protein_coding	solute carrier family 37 member 1 [Source:HGNC Symbol;Acc:HGNC:11024]	0.299	0.000134	3.87	0.0164
ENSG00000064547	ENSG00000064547.13	LPAR2	protein_coding	lysophosphatidic acid receptor 2 [Source:HGNC Symbol;Acc:HGNC:3168]	0.461	0.000136	3.87	0.0165
ENSG00000161179	ENSG00000161179.13	YDJC	protein_coding	YdjC chitooligosaccharide deacetylase homolog [Source:HGNC Symbol;Acc:HGNC:27158]	0.323	0.000136	3.87	0.0165
ENSG00000154262	ENSG00000154262.12	ABCA6	protein_coding	ATP binding cassette subfamily A member 6 [Source:HGNC Symbol;Acc:HGNC:36]	-0.252	0.00014	3.85	0.0169
ENSG00000173535	ENSG00000173535.14	TNFRSF10C	protein_coding	TNF receptor superfamily member 10c [Source:HGNC Symbol;Acc:HGNC:11906]	0.639	0.000141	3.85	0.0169
ENSG00000007968	ENSG00000007968.6	E2F2	protein_coding	E2F transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3114]	0.962	0.000144	3.84	0.0171
ENSG00000174804	ENSG00000174804.3	FZD4	protein_coding	frizzled class receptor 4 [Source:HGNC Symbol;Acc:HGNC:4042]	-0.257	0.000144	3.84	0.0171
ENSG00000109099	ENSG00000109099.14	PMP22	protein_coding	peripheral myelin protein 22 [Source:HGNC Symbol;Acc:HGNC:9118]	0.426	0.000147	3.83	0.0173
ENSG00000230537	ENSG00000230537.1	RP11-305L7.1	lncRNA	novel transcript	-0.507	0.000148	3.83	0.0173
ENSG00000127081	ENSG00000127081.13	ZNF484	protein_coding	zinc finger protein 484 [Source:HGNC Symbol;Acc:HGNC:23385]	-0.174	0.000148	3.83	0.0173
ENSG00000166946	ENSG00000166946.13	CCNDBP1	protein_coding	cyclin D1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1587]	0.187	0.000151	3.82	0.0174
ENSG00000126254	ENSG00000126254.11	RBM42	protein_coding	RNA binding motif protein 42 [Source:HGNC Symbol;Acc:HGNC:28117]	0.171	0.000151	3.82	0.0174
ENSG00000183010	ENSG00000183010.16	PYCR1	protein_coding	pyrroline-5-carboxylate reductase 1 [Source:HGNC Symbol;Acc:HGNC:9721]	0.434	0.000152	3.82	0.0174
ENSG00000279022	ENSG00000279022.1	RP11-250B2.4	TEC	TEC	-0.562	0.000154	3.81	0.0176
ENSG00000166947	ENSG00000166947.12	EPB42	protein_coding	erythrocyte membrane protein band 4.2 [Source:HGNC Symbol;Acc:HGNC:3381]	1.11	0.000157	3.8	0.0178
ENSG00000129158	ENSG00000129158.10	SERGEF	protein_coding	secretion regulating guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:17499]	0.259	0.000158	3.8	0.0178
ENSG00000232871	ENSG00000232871.8	AC008888.7	transcribed_unitary_pseudogene	secretory blood group 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:44149]	-0.981	0.000159	3.8	0.0178
ENSG00000105639	ENSG00000105639.18	JAK3	protein_coding	Janus kinase 3 [Source:HGNC Symbol;Acc:HGNC:6193]	0.496	0.00016	3.8	0.0179
ENSG00000224536	ENSG00000224536.2	RP11-134G8.7	lncRNA	novel transcript	-0.46	0.000162	3.79	0.0179
ENSG00000073150	ENSG00000073150.13	PANX2	protein_coding	pannexin 2 [Source:HGNC Symbol;Acc:HGNC:8600]	1.02	0.000162	3.79	0.0179
ENSG00000030419	ENSG00000030419.16	IKZF2	protein_coding	IKAROS family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:13177]	-0.285	0.000162	3.79	0.0179
ENSG00000197933	ENSG00000197933.12	ZNF823	protein_coding	zinc finger protein 823 [Source:HGNC Symbol;Acc:HGNC:30936]	-0.192	0.000163	3.79	0.0179
ENSG00000196083	ENSG00000196083.9	IL1RAP	protein_coding	interleukin 1 receptor accessory protein [Source:HGNC Symbol;Acc:HGNC:5995]	0.372	0.000164	3.78	0.0179
ENSG00000028137	ENSG00000028137.18	TNFRSF1B	protein_coding	TNF receptor superfamily member 1B [Source:HGNC Symbol;Acc:HGNC:11917]	0.261	0.000167	3.78	0.0179
ENSG00000265241	ENSG00000265241.6	RBM8A	protein_coding	RNA binding motif protein 8A [Source:HGNC Symbol;Acc:HGNC:9905]	0.168	0.000167	3.78	0.0179
ENSG00000228436	ENSG00000228436.2	RP5-864K19.4	lncRNA	novel transcript	0.529	0.000168	3.78	0.0179
ENSG00000182022	ENSG00000182022.17	CHST15	protein_coding	carbohydrate sulfotransferase 15 [Source:HGNC Symbol;Acc:HGNC:18137]	0.454	0.000168	3.77	0.0179
ENSG00000181220	ENSG00000181220.16	ZNF746	protein_coding	zinc finger protein 746 [Source:HGNC Symbol;Acc:HGNC:21948]	0.162	0.000169	3.77	0.0179
ENSG00000100625	ENSG00000100625.8	SIX4	protein_coding	SIX homeobox 4 [Source:HGNC Symbol;Acc:HGNC:10890]	-0.2	0.000169	3.77	0.0179
ENSG00000084733	ENSG00000084733.10	RAB10	protein_coding	RAB10, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9759]	-0.362	0.00017	3.77	0.0179
ENSG00000226801	ENSG00000226801.2	RP11-176F3.9	processed_pseudogene	oligosaccharyltransferase complex subunit pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:42869]	-0.49	0.000171	3.77	0.018
ENSG00000112144	ENSG00000112144.15	ICK	protein_coding	ciliogenesis associated kinase 1 [Source:HGNC Symbol;Acc:HGNC:21219]	-0.212	0.000172	3.76	0.018
ENSG00000265778	ENSG00000265778.2	RP11-17M16.2	lncRNA	ZNF516 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55324]	0.566	0.000175	3.76	0.0182
ENSG00000226094	ENSG00000226094.1	RPL7P3	processed_pseudogene	ribosomal protein L7 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:16566]	0.652	0.000177	3.75	0.0182
ENSG00000122986	ENSG00000122986.13	HVCN1	protein_coding	hydrogen voltage gated channel 1 [Source:HGNC Symbol;Acc:HGNC:28240]	-0.321	0.000178	3.75	0.0182
ENSG00000213888	ENSG00000213888.3	RP3-400N23.9	lncRNA	long intergenic non-protein coding RNA 1521 [Source:HGNC Symbol;Acc:HGNC:26029]	0.32	0.000178	3.75	0.0182
ENSG00000111424	ENSG00000111424.10	VDR	protein_coding	vitamin D receptor [Source:HGNC Symbol;Acc:HGNC:12679]	0.608	0.000178	3.75	0.0182
ENSG00000264345	ENSG00000264345.1	RP11-958F21.1	lncRNA	long intergenic non-protein coding RNA 1894 [Source:HGNC Symbol;Acc:HGNC:52713]	-0.58	0.000182	3.74	0.0185
ENSG00000139160	ENSG00000139160.13	C12orf72	protein_coding	electron transfer flavoprotein subunit beta lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:28739]	-0.181	0.000184	3.73	0.0186
ENSG00000167034	ENSG00000167034.9	NKX3-1	protein_coding	NK3 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7838]	0.359	0.000186	3.73	0.0187
ENSG00000265491	ENSG00000265491.4	RNF115	protein_coding	ring finger protein 115 [Source:HGNC Symbol;Acc:HGNC:18154]	0.318	0.000188	3.73	0.0188
ENSG00000271361	ENSG00000271361.1	HTATSF1P2	processed_pseudogene	HIV-1 Tat specific factor 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38586]	-1.22	0.00019	3.72	0.0189
ENSG00000137992	ENSG00000137992.14	DBT	protein_coding	dihydrolipoamide branched chain transacylase E2 [Source:HGNC Symbol;Acc:HGNC:2698]	-0.248	0.000191	3.72	0.0189
ENSG00000141854	ENSG00000141854.9	CTB-55O6.8	protein_coding	MISP family member 3 [Source:HGNC Symbol;Acc:HGNC:26963]	0.303	0.000193	3.72	0.019
ENSG00000186204	ENSG00000186204.14	CYP4F12	protein_coding	cytochrome P450 family 4 subfamily F member 12 [Source:HGNC Symbol;Acc:HGNC:18857]	-0.535	0.000193	3.71	0.019
ENSG00000223745	ENSG00000223745.7	RP4-717I23.3	lncRNA	CCDC18 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:52262]	-0.349	0.000195	3.71	0.019
ENSG00000135473	ENSG00000135473.14	PAN2	protein_coding	poly(A) specific ribonuclease subunit PAN2 [Source:HGNC Symbol;Acc:HGNC:20074]	-0.209	0.000198	3.7	0.0191
ENSG00000008311	ENSG00000008311.14	AASS	protein_coding	aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]	-0.385	0.000198	3.7	0.0191
ENSG00000134686	ENSG00000134686.18	PHC2	protein_coding	polyhomeotic homolog 2 [Source:HGNC Symbol;Acc:HGNC:3183]	0.147	0.000198	3.7	0.0191
ENSG00000157778	ENSG00000157778.8	PSMG3	protein_coding	proteasome assembly chaperone 3 [Source:HGNC Symbol;Acc:HGNC:22420]	0.175	2e-04	3.7	0.0192
ENSG00000260306	ENSG00000260306.1	RP11-645C24.5	lncRNA	novel transcript	-0.801	2e-04	3.7	0.0192
ENSG00000117899	ENSG00000117899.10	MESDC2	protein_coding	mesoderm development LRP chaperone [Source:HGNC Symbol;Acc:HGNC:13520]	-0.123	0.000202	3.69	0.0193
ENSG00000110841	ENSG00000110841.13	PPFIBP1	protein_coding	PPFIA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9249]	-0.201	0.000203	3.69	0.0193
ENSG00000188227	ENSG00000188227.12	ZNF793	protein_coding	zinc finger protein 793 [Source:HGNC Symbol;Acc:HGNC:33115]	-0.323	0.000204	3.69	0.0193
ENSG00000008853	ENSG00000008853.16	RHOBTB2	protein_coding	Rho related BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18756]	0.267	0.000206	3.69	0.0194
ENSG00000083454	ENSG00000083454.21	P2RX5	protein_coding	purinergic receptor P2X 5 [Source:HGNC Symbol;Acc:HGNC:8536]	0.42	0.00021	3.68	0.0197
ENSG00000175505	ENSG00000175505.10	CLCF1	protein_coding	cardiotrophin like cytokine factor 1 [Source:HGNC Symbol;Acc:HGNC:17412]	0.639	0.000216	3.67	0.0201
ENSG00000081692	ENSG00000081692.12	JMJD4	protein_coding	jumonji domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25724]	0.16	0.000218	3.66	0.0202
ENSG00000137094	ENSG00000137094.14	DNAJB5	protein_coding	DnaJ heat shock protein family (Hsp40) member B5 [Source:HGNC Symbol;Acc:HGNC:14887]	0.281	0.00022	3.66	0.0202
ENSG00000204623	ENSG00000204623.9	XXbac-BPG250I8.4	transcribed_unitary_pseudogene	zinc ribbon domain containing 1 antisense, pseudogene [Source:HGNC Symbol;Acc:HGNC:13924]	-0.249	0.00022	3.66	0.0202
ENSG00000267737	ENSG00000267737.1	AC061992.2	lncRNA	novel transcript	0.556	0.00022	3.66	0.0202
ENSG00000178074	ENSG00000178074.5	C2orf69	protein_coding	chromosome 2 open reading frame 69 [Source:HGNC Symbol;Acc:HGNC:26799]	0.221	0.000221	3.66	0.0202
ENSG00000282057	ENSG00000282057.1	RP4-621F18.2	lncRNA	novel transcript	0.42	0.000222	3.65	0.0202
ENSG00000234420	ENSG00000234420.7	ZNF37B	transcribed_processed_pseudogene	zinc finger protein 37B, pseudogene [Source:HGNC Symbol;Acc:HGNC:13103]	-0.227	0.000223	3.65	0.0202
ENSG00000242247	ENSG00000242247.10	ARFGAP3	protein_coding	ADP ribosylation factor GTPase activating protein 3 [Source:HGNC Symbol;Acc:HGNC:661]	0.15	0.000228	3.64	0.0206
ENSG00000264895	ENSG00000264895.1	RP11-421E14.2	lncRNA	novel transcript, sense intronic to MBTD1	-0.345	0.00023	3.64	0.0207
ENSG00000175920	ENSG00000175920.17	DOK7	protein_coding	docking protein 7 [Source:HGNC Symbol;Acc:HGNC:26594]	0.374	0.000234	3.63	0.021
ENSG00000167637	ENSG00000167637.16	ZNF283	protein_coding	zinc finger protein 283 [Source:HGNC Symbol;Acc:HGNC:13077]	-0.181	0.000236	3.63	0.0211
ENSG00000275830	ENSG00000275830.1	RP11-403A3.3	lncRNA	novel transcript	-0.927	0.00024	3.62	0.0213
ENSG00000125633	ENSG00000125633.10	CCDC93	protein_coding	coiled-coil domain containing 93 [Source:HGNC Symbol;Acc:HGNC:25611]	-0.142	0.000249	3.6	0.0219
ENSG00000197249	ENSG00000197249.13	SERPINA1	protein_coding	serpin family A member 1 [Source:HGNC Symbol;Acc:HGNC:8941]	0.787	0.00025	3.6	0.0219
ENSG00000146416	ENSG00000146416.18	AIG1	protein_coding	androgen induced 1 [Source:HGNC Symbol;Acc:HGNC:21607]	-0.361	0.00025	3.6	0.0219
ENSG00000151694	ENSG00000151694.12	ADAM17	protein_coding	ADAM metallopeptidase domain 17 [Source:HGNC Symbol;Acc:HGNC:195]	0.144	0.000252	3.6	0.022
ENSG00000213859	ENSG00000213859.5	KCTD11	protein_coding	potassium channel tetramerization domain containing 11 [Source:HGNC Symbol;Acc:HGNC:21302]	0.242	0.000253	3.6	0.022
ENSG00000166337	ENSG00000166337.9	TAF10	protein_coding	TATA-box binding protein associated factor 10 [Source:HGNC Symbol;Acc:HGNC:11543]	0.197	0.000256	3.59	0.0221
ENSG00000204160	ENSG00000204160.11	ZDHHC18	protein_coding	zinc finger DHHC-type palmitoyltransferase 18 [Source:HGNC Symbol;Acc:HGNC:20712]	0.14	0.000257	3.59	0.0221
ENSG00000125657	ENSG00000125657.4	TNFSF9	protein_coding	TNF superfamily member 9 [Source:HGNC Symbol;Acc:HGNC:11939]	0.633	0.000257	3.59	0.0221
ENSG00000040199	ENSG00000040199.18	PHLPP2	protein_coding	PH domain and leucine rich repeat protein phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:29149]	0.246	0.000259	3.59	0.0222
ENSG00000050426	ENSG00000050426.15	LETMD1	protein_coding	LETM1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24241]	-0.217	0.000261	3.58	0.0223
ENSG00000196345	ENSG00000196345.12	ZKSCAN7	protein_coding	zinc finger with KRAB and SCAN domains 7 [Source:HGNC Symbol;Acc:HGNC:12955]	-0.238	0.000267	3.57	0.0227
ENSG00000179295	ENSG00000179295.17	PTPN11	protein_coding	protein tyrosine phosphatase non-receptor type 11 [Source:HGNC Symbol;Acc:HGNC:9644]	0.213	0.00027	3.57	0.0228
ENSG00000167972	ENSG00000167972.13	ABCA3	protein_coding	ATP binding cassette subfamily A member 3 [Source:HGNC Symbol;Acc:HGNC:33]	0.265	0.000274	3.56	0.0231
ENSG00000099889	ENSG00000099889.13	ARVCF	protein_coding	ARVCF delta catenin family member [Source:HGNC Symbol;Acc:HGNC:728]	0.262	0.000275	3.56	0.0231
ENSG00000198482	ENSG00000198482.11	ZNF808	protein_coding	zinc finger protein 808 [Source:HGNC Symbol;Acc:HGNC:33230]	-0.292	0.000278	3.56	0.0232
ENSG00000197147	ENSG00000197147.13	LRRC8B	protein_coding	leucine rich repeat containing 8 VRAC subunit B [Source:HGNC Symbol;Acc:HGNC:30692]	0.399	0.000278	3.56	0.0232
ENSG00000137509	ENSG00000137509.10	PRCP	protein_coding	prolylcarboxypeptidase [Source:HGNC Symbol;Acc:HGNC:9344]	-0.274	0.000282	3.55	0.0235
ENSG00000154845	ENSG00000154845.15	PPP4R1	protein_coding	protein phosphatase 4 regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:9320]	0.122	0.000286	3.54	0.0237
ENSG00000246022	ENSG00000246022.2	RP11-124N2.3	lncRNA	ALDH1L1 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:42446]	-0.643	0.000294	3.53	0.0243
ENSG00000271992	ENSG00000271992.1	RP11-42O15.3	lncRNA	novel transcript	-0.824	0.000298	3.53	0.0243
ENSG00000278600	ENSG00000278600.1	RP11-81A1.6	lncRNA	novel transcript, sense intronic to ST20	0.309	0.000299	3.52	0.0243
ENSG00000103184	ENSG00000103184.11	SEC14L5	protein_coding	SEC14 like lipid binding 5 [Source:HGNC Symbol;Acc:HGNC:29032]	-0.72	0.000299	3.52	0.0243
ENSG00000174574	ENSG00000174574.15	AKIRIN1	protein_coding	akirin 1 [Source:HGNC Symbol;Acc:HGNC:25744]	0.191	3e-04	3.52	0.0243
ENSG00000101638	ENSG00000101638.13	ST8SIA5	protein_coding	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:17827]	-0.598	3e-04	3.52	0.0243
ENSG00000269895	ENSG00000269895.1	AP000654.4	lncRNA	novel transcript	-0.471	0.000304	3.52	0.0243
ENSG00000232987	ENSG00000232987.2	AC051649.6	lncRNA	long intergenic non-protein coding RNA 1219 [Source:HGNC Symbol;Acc:HGNC:49653]	1.2	0.000309	3.51	0.0243
ENSG00000119535	ENSG00000119535.17	CSF3R	protein_coding	colony stimulating factor 3 receptor [Source:HGNC Symbol;Acc:HGNC:2439]	0.776	0.000309	3.51	0.0243
ENSG00000259642	ENSG00000259642.2	RP11-81A1.2	lncRNA	ST20 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27521]	0.44	0.000309	3.51	0.0243
ENSG00000131797	ENSG00000131797.12	KIAA0664L3	transcribed_unprocessed_pseudogene	clustered mitochondria homolog pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:28447]	-0.289	0.00031	3.51	0.0243
ENSG00000131042	ENSG00000131042.14	LILRB2	protein_coding	leukocyte immunoglobulin like receptor B2 [Source:HGNC Symbol;Acc:HGNC:6606]	0.486	0.00031	3.51	0.0243
ENSG00000168874	ENSG00000168874.12	ATOH8	protein_coding	atonal bHLH transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:24126]	0.452	0.000311	3.51	0.0243
ENSG00000119688	ENSG00000119688.20	ABCD4	protein_coding	ATP binding cassette subfamily D member 4 [Source:HGNC Symbol;Acc:HGNC:68]	-0.213	0.000312	3.51	0.0243
ENSG00000156273	ENSG00000156273.15	BACH1	protein_coding	BTB domain and CNC homolog 1 [Source:HGNC Symbol;Acc:HGNC:935]	0.203	0.000312	3.51	0.0243
ENSG00000144559	ENSG00000144559.10	TAMM41	protein_coding	TAM41 mitochondrial translocator assembly and maintenance homolog [Source:HGNC Symbol;Acc:HGNC:25187]	-0.227	0.000313	3.5	0.0243
ENSG00000139132	ENSG00000139132.14	FGD4	protein_coding	FYVE, RhoGEF and PH domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19125]	-0.268	0.000314	3.5	0.0243
ENSG00000171067	ENSG00000171067.10	C11orf24	protein_coding	chromosome 11 open reading frame 24 [Source:HGNC Symbol;Acc:HGNC:1174]	0.218	0.000314	3.5	0.0243
ENSG00000266258	ENSG00000266258.1	RP11-41O4.1	lncRNA	long intergenic non-protein coding RNA 1909 [Source:HGNC Symbol;Acc:HGNC:52728]	0.522	0.000319	3.5	0.0246
ENSG00000122863	ENSG00000122863.5	CHST3	protein_coding	carbohydrate sulfotransferase 3 [Source:HGNC Symbol;Acc:HGNC:1971]	0.391	0.000323	3.49	0.0248
ENSG00000143179	ENSG00000143179.15	UCK2	protein_coding	uridine-cytidine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12562]	0.43	0.000325	3.49	0.0249
ENSG00000203993	ENSG00000203993.4	C9orf37	lncRNA	ARRDC1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:23395]	0.178	0.000326	3.49	0.0249
ENSG00000171049	ENSG00000171049.8	FPR2	protein_coding	formyl peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:3827]	0.959	0.000327	3.49	0.0249
ENSG00000230510	ENSG00000230510.6	PPP5D1	transcribed_unprocessed_pseudogene	PPP5 tetratricopeptide repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:44209]	-0.287	0.000336	3.47	0.0253
ENSG00000269038	ENSG00000269038.1	AP001462.6	lncRNA	SF1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55278]	0.516	0.000339	3.47	0.0253
ENSG00000182263	ENSG00000182263.13	FIGN	protein_coding	fidgetin, microtubule severing factor [Source:HGNC Symbol;Acc:HGNC:13285]	-0.351	0.00034	3.47	0.0253
ENSG00000143365	ENSG00000143365.17	RORC	protein_coding	RAR related orphan receptor C [Source:HGNC Symbol;Acc:HGNC:10260]	0.27	0.000341	3.47	0.0253
ENSG00000123684	ENSG00000123684.12	LPGAT1	protein_coding	lysophosphatidylglycerol acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:28985]	0.128	0.000341	3.47	0.0253
ENSG00000132300	ENSG00000132300.18	PTCD3	protein_coding	pentatricopeptide repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:24717]	-0.266	0.000341	3.47	0.0253
ENSG00000169877	ENSG00000169877.9	AHSP	protein_coding	alpha hemoglobin stabilizing protein [Source:HGNC Symbol;Acc:HGNC:18075]	1.31	0.000342	3.47	0.0253
ENSG00000131873	ENSG00000131873.6	CHSY1	protein_coding	chondroitin sulfate synthase 1 [Source:HGNC Symbol;Acc:HGNC:17198]	0.226	0.000342	3.47	0.0253
ENSG00000106628	ENSG00000106628.10	POLD2	protein_coding	DNA polymerase delta 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:9176]	0.197	0.000344	3.46	0.0253
ENSG00000089101	ENSG00000089101.17	CFAP61	protein_coding	cilia and flagella associated protein 61 [Source:HGNC Symbol;Acc:HGNC:15872]	0.606	0.000344	3.46	0.0253
ENSG00000158615	ENSG00000158615.8	PPP1R15B	protein_coding	protein phosphatase 1 regulatory subunit 15B [Source:HGNC Symbol;Acc:HGNC:14951]	0.121	0.000347	3.46	0.0254
ENSG00000175287	ENSG00000175287.18	PHYHD1	protein_coding	phytanoyl-CoA dioxygenase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23396]	-0.617	0.00035	3.46	0.0254
ENSG00000255794	ENSG00000255794.7	RMST	lncRNA	rhabdomyosarcoma 2 associated transcript [Source:HGNC Symbol;Acc:HGNC:29893]	-1.31	0.000351	3.46	0.0254
ENSG00000156869	ENSG00000156869.13	FRRS1	protein_coding	ferric chelate reductase 1 [Source:HGNC Symbol;Acc:HGNC:27622]	-0.262	0.000351	3.45	0.0254
ENSG00000257949	ENSG00000257949.6	TEN1	protein_coding	TEN1 subunit of CST complex [Source:HGNC Symbol;Acc:HGNC:37242]	0.327	0.000351	3.45	0.0254
ENSG00000100678	ENSG00000100678.18	SLC8A3	protein_coding	solute carrier family 8 member A3 [Source:HGNC Symbol;Acc:HGNC:11070]	0.334	0.000356	3.45	0.0257
